,uri_x,artist_names,track_name,peak_rank,weeks_on_chart,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,tempo_x,time_signature_x,duration_ms_x,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence,tempo_y,type,id,uri_y,track_href,analysis_url,duration_ms_y,time_signature_y,title,artist
150,spotify:track:71wFwRo8xGc4lrcyKwsvba,"Bad Bunny, Tainy",Callaita,7,67,0.608,0.626,2,-4.773,1,0.301,0.597,2.16e-06,0.25,176.086,4,250534,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,audio_features,2TH65lNHgvLxCKXM3apjxI,spotify:track:2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/tracks/2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/audio-analysis/2TH65lNHgvLxCKXM3apjxI,250534,4,Callaita,"Bad Bunny, Tainy"
151,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,"The Weeknd, Lana Del Rey",Stargirl Interlude,168,4,0.715,0.47,5,-12.638,0,0.0772,0.353,0.0923,0.104,89.965,4,111627,0.638,0.474,5,-12.7,0,0.124,0.351,0.191,0.105,0.441,179.771,audio_features,4EDijkJdHBZZ0GwJ12iTAj,spotify:track:4EDijkJdHBZZ0GwJ12iTAj,https://api.spotify.com/v1/tracks/4EDijkJdHBZZ0GwJ12iTAj,https://api.spotify.com/v1/audio-analysis/4EDijkJdHBZZ0GwJ12iTAj,111640,4,Stargirl Interlude,"The Weeknd, Lana Del Rey"
152,spotify:track:2DgdHcjWmO3qd50RzuBLgZ,Panic! At The Disco,House of Memories,64,16,0.506,0.817,11,-5.051,0,0.0335,0.00272,0.0,0.0486,109.952,4,208707,0.506,0.817,11,-5.051,0,0.0335,0.00272,0.0,0.0486,0.506,109.952,audio_features,2DgdHcjWmO3qd50RzuBLgZ,spotify:track:2DgdHcjWmO3qd50RzuBLgZ,https://api.spotify.com/v1/tracks/2DgdHcjWmO3qd50RzuBLgZ,https://api.spotify.com/v1/audio-analysis/2DgdHcjWmO3qd50RzuBLgZ,208707,4,House of Memories,Panic! At The Disco
153,spotify:track:7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,There's Nothing Holdin' Me Back,5,72,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,121.998,4,199440,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,audio_features,79cuOz3SPQTuFrp8WgftAu,spotify:track:79cuOz3SPQTuFrp8WgftAu,https://api.spotify.com/v1/tracks/79cuOz3SPQTuFrp8WgftAu,https://api.spotify.com/v1/audio-analysis/79cuOz3SPQTuFrp8WgftAu,199440,4,There's Nothing Holdin' Me Back,Shawn Mendes
154,spotify:track:2m6Ko3CY1qXNNja8AlugNc,Troye Sivan,Angel Baby,59,19,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,72.498,4,220780,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,audio_features,2m6Ko3CY1qXNNja8AlugNc,spotify:track:2m6Ko3CY1qXNNja8AlugNc,https://api.spotify.com/v1/tracks/2m6Ko3CY1qXNNja8AlugNc,https://api.spotify.com/v1/audio-analysis/2m6Ko3CY1qXNNja8AlugNc,220780,4,Angel Baby,Troye Sivan
155,spotify:track:5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Demons,194,2,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,89.938,4,177507,0.327,0.71,3,-2.928,1,0.0547,0.202,9e-05,0.28,0.416,179.561,audio_features,2Oehrcv4Kov0SuIgWyQY9e,spotify:track:2Oehrcv4Kov0SuIgWyQY9e,https://api.spotify.com/v1/tracks/2Oehrcv4Kov0SuIgWyQY9e,https://api.spotify.com/v1/audio-analysis/2Oehrcv4Kov0SuIgWyQY9e,175200,4,Demons,Imagine Dragons
156,spotify:track:4EWCNWgDS8707fNSZ1oaA5,Kanye West,Heartless,198,1,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,87.999,4,211000,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,audio_features,4EWCNWgDS8707fNSZ1oaA5,spotify:track:4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/tracks/4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/audio-analysis/4EWCNWgDS8707fNSZ1oaA5,211000,4,Heartless,Kanye West
157,spotify:track:760jhRscwGbIIe1m1IIQpU,Jessica Darrow,Surface Pressure,26,3,0.65,0.584,2,-8.286,1,0.307,0.0174,1.54e-06,0.042,180.088,4,202227,0.65,0.584,2,-8.286,1,0.307,0.0174,1.54e-06,0.042,0.37,180.088,audio_features,760jhRscwGbIIe1m1IIQpU,spotify:track:760jhRscwGbIIe1m1IIQpU,https://api.spotify.com/v1/tracks/760jhRscwGbIIe1m1IIQpU,https://api.spotify.com/v1/audio-analysis/760jhRscwGbIIe1m1IIQpU,202227,4,Surface Pressure,Jessica Darrow
158,spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,Shawn Mendes,It'll Be Okay,55,7,0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,78.262,4,222800,0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,audio_features,2KnLkZ3z7PO3kgVGHGqDpD,spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,https://api.spotify.com/v1/tracks/2KnLkZ3z7PO3kgVGHGqDpD,https://api.spotify.com/v1/audio-analysis/2KnLkZ3z7PO3kgVGHGqDpD,222800,4,It'll Be Okay,Shawn Mendes
159,spotify:track:5dXWFMwD7I7zXsInONVl0H,SZA,I Hate U,19,7,0.535,0.388,7,-9.805,0,0.155,0.507,0.0,0.11,106.703,5,174000,0.535,0.388,7,-9.805,0,0.155,0.507,0.0,0.11,0.412,106.703,audio_features,5dXWFMwD7I7zXsInONVl0H,spotify:track:5dXWFMwD7I7zXsInONVl0H,https://api.spotify.com/v1/tracks/5dXWFMwD7I7zXsInONVl0H,https://api.spotify.com/v1/audio-analysis/5dXWFMwD7I7zXsInONVl0H,174000,5,I Hate U,SZA
160,spotify:track:3nOz1U41SZZ0N3fuUWr9nb,Emmy Meli,I AM WOMAN,51,8,0.646,0.471,10,-9.247,1,0.157,0.122,0.0,0.125,170.084,4,232813,0.646,0.471,10,-9.247,1,0.157,0.122,0.0,0.125,0.455,170.084,audio_features,3nOz1U41SZZ0N3fuUWr9nb,spotify:track:3nOz1U41SZZ0N3fuUWr9nb,https://api.spotify.com/v1/tracks/3nOz1U41SZZ0N3fuUWr9nb,https://api.spotify.com/v1/audio-analysis/3nOz1U41SZZ0N3fuUWr9nb,232813,4,I AM WOMAN,Emmy Meli
161,spotify:track:7sMBvZCSUl99bJLXZaLa0b,"Bruno Mars, Anderson .Paak, Silk Sonic",Smokin Out The Window,8,11,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,82.03,4,197443,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,audio_features,4iN16F8JtVxG2UTzp3avGl,spotify:track:4iN16F8JtVxG2UTzp3avGl,https://api.spotify.com/v1/tracks/4iN16F8JtVxG2UTzp3avGl,https://api.spotify.com/v1/audio-analysis/4iN16F8JtVxG2UTzp3avGl,197443,4,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic"
162,spotify:track:4b1yxSdlumA8N4fEk4UOZp,"Stephanie Beatriz, Olga Merediz, Encanto - Cast",The Family Madrigal,87,2,0.594,0.628,1,-6.345,1,0.359,0.12,0.0,0.0582,141.391,4,257213,0.594,0.628,1,-6.345,1,0.359,0.12,0.0,0.0582,0.556,141.391,audio_features,4b1yxSdlumA8N4fEk4UOZp,spotify:track:4b1yxSdlumA8N4fEk4UOZp,https://api.spotify.com/v1/tracks/4b1yxSdlumA8N4fEk4UOZp,https://api.spotify.com/v1/audio-analysis/4b1yxSdlumA8N4fEk4UOZp,257213,4,The Family Madrigal,"Stephanie Beatriz, Olga Merediz, Encanto - Cast"
163,spotify:track:0eu4C55hL6x29mmeAjytzC,Oliver Tree,Life Goes On,15,20,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,79.982,4,161803,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,audio_features,0eu4C55hL6x29mmeAjytzC,spotify:track:0eu4C55hL6x29mmeAjytzC,https://api.spotify.com/v1/tracks/0eu4C55hL6x29mmeAjytzC,https://api.spotify.com/v1/audio-analysis/0eu4C55hL6x29mmeAjytzC,161803,4,Life Goes On,Oliver Tree
164,spotify:track:2vgUijXOTRMnWXDtvgMp2b,The Weeknd,Take My Breath,22,2,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,121.02,4,339023,0.747,0.739,8,-6.008,1,0.0487,0.0106,2.22e-05,0.101,0.523,120.996,audio_features,6M3PsepEj5gyJoIi7Xvr7u,spotify:track:6M3PsepEj5gyJoIi7Xvr7u,https://api.spotify.com/v1/tracks/6M3PsepEj5gyJoIi7Xvr7u,https://api.spotify.com/v1/audio-analysis/6M3PsepEj5gyJoIi7Xvr7u,220196,4,Take My Breath,The Weeknd
165,spotify:track:1c4htMHiolERc0YJvZNdlc,"George Henrique & Rodrigo, Marília Mendonça",Vai Lá Em Casa Hoje,66,9,0.456,0.83,8,-3.646,0,0.281,0.53,0.0,0.968,157.628,4,191524,0.456,0.83,8,-3.646,0,0.281,0.53,0.0,0.968,0.619,157.628,audio_features,1c4htMHiolERc0YJvZNdlc,spotify:track:1c4htMHiolERc0YJvZNdlc,https://api.spotify.com/v1/tracks/1c4htMHiolERc0YJvZNdlc,https://api.spotify.com/v1/audio-analysis/1c4htMHiolERc0YJvZNdlc,191524,4,Vai Lá Em Casa Hoje,"George Henrique & Rodrigo, Marília Mendonça"
166,spotify:track:3XoYqtiWHhsk59frZupImG,"Diane Guerrero, Stephanie Beatriz",What Else Can I Do?,101,2,0.718,0.709,4,-5.568,1,0.039,0.258,0.0,0.101,119.974,4,179427,0.718,0.709,4,-5.568,1,0.039,0.258,0.0,0.101,0.54,119.974,audio_features,3XoYqtiWHhsk59frZupImG,spotify:track:3XoYqtiWHhsk59frZupImG,https://api.spotify.com/v1/tracks/3XoYqtiWHhsk59frZupImG,https://api.spotify.com/v1/audio-analysis/3XoYqtiWHhsk59frZupImG,179427,4,What Else Can I Do?,"Diane Guerrero, Stephanie Beatriz"
167,spotify:track:5rohUzwEoRsUvAA1Bf3DLo,Sebastian Yatra,Dos Oruguitas,104,2,0.423,0.355,0,-10.565,1,0.0454,0.761,0.0,0.0915,93.788,4,214613,0.423,0.355,0,-10.565,1,0.0454,0.761,0.0,0.0915,0.465,93.788,audio_features,5rohUzwEoRsUvAA1Bf3DLo,spotify:track:5rohUzwEoRsUvAA1Bf3DLo,https://api.spotify.com/v1/tracks/5rohUzwEoRsUvAA1Bf3DLo,https://api.spotify.com/v1/audio-analysis/5rohUzwEoRsUvAA1Bf3DLo,214613,4,Dos Oruguitas,Sebastian Yatra
168,spotify:track:6nkoWsFZeFt5dUdNmlIceh,Gusttavo Lima,Bloqueado - Ao Vivo,106,4,0.828,0.721,1,-4.274,0,0.0558,0.153,0.0,0.547,129.092,4,168689,0.828,0.721,1,-4.274,0,0.0558,0.153,0.0,0.547,0.651,129.092,audio_features,7MLCxrDoxcTRg1u3QAGE5a,spotify:track:7MLCxrDoxcTRg1u3QAGE5a,https://api.spotify.com/v1/tracks/7MLCxrDoxcTRg1u3QAGE5a,https://api.spotify.com/v1/audio-analysis/7MLCxrDoxcTRg1u3QAGE5a,168689,4,Bloqueado - Ao Vivo,Gusttavo Lima
169,spotify:track:6P096SaOzrgGxs8NWOfX7M,"Tiago PZK, Trueno",Salimo de Noche,72,12,0.669,0.628,2,-4.177,1,0.0526,0.294,1.83e-05,0.124,83.803,4,177857,0.669,0.628,2,-4.177,1,0.0526,0.294,1.83e-05,0.124,0.784,83.803,audio_features,6P096SaOzrgGxs8NWOfX7M,spotify:track:6P096SaOzrgGxs8NWOfX7M,https://api.spotify.com/v1/tracks/6P096SaOzrgGxs8NWOfX7M,https://api.spotify.com/v1/audio-analysis/6P096SaOzrgGxs8NWOfX7M,177857,4,Salimo de Noche,"Tiago PZK, Trueno"
170,spotify:track:3eJH2nAjvNXdmPfBkALiPZ,Jason Derulo,Acapulco,90,15,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,122.062,4,139672,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,audio_features,3eJH2nAjvNXdmPfBkALiPZ,spotify:track:3eJH2nAjvNXdmPfBkALiPZ,https://api.spotify.com/v1/tracks/3eJH2nAjvNXdmPfBkALiPZ,https://api.spotify.com/v1/audio-analysis/3eJH2nAjvNXdmPfBkALiPZ,139672,4,Acapulco,Jason Derulo
171,spotify:track:5Ts1DYOuouQLgzTaisxWYh,Edison Lighthouse,Love Grows (Where My Rosemary Goes),112,3,0.568,0.824,9,-4.613,1,0.0299,0.403,0.0,0.0855,108.625,4,174760,0.568,0.824,9,-4.613,1,0.0299,0.403,0.0,0.0855,0.753,108.625,audio_features,5Ts1DYOuouQLgzTaisxWYh,spotify:track:5Ts1DYOuouQLgzTaisxWYh,https://api.spotify.com/v1/tracks/5Ts1DYOuouQLgzTaisxWYh,https://api.spotify.com/v1/audio-analysis/5Ts1DYOuouQLgzTaisxWYh,174760,4,Love Grows (Where My Rosemary Goes),Edison Lighthouse
172,spotify:track:4qsOrxBv09HhNSpsgMRXdC,"Marília Mendonça, Maiara & Maraisa",Esqueça-Me Se For Capaz,67,11,0.799,0.685,6,-5.366,0,0.0725,0.276,0.0,0.13,122.013,4,169059,0.799,0.685,6,-5.366,0,0.0725,0.276,0.0,0.13,0.623,122.013,audio_features,4qsOrxBv09HhNSpsgMRXdC,spotify:track:4qsOrxBv09HhNSpsgMRXdC,https://api.spotify.com/v1/tracks/4qsOrxBv09HhNSpsgMRXdC,https://api.spotify.com/v1/audio-analysis/4qsOrxBv09HhNSpsgMRXdC,169059,4,Esqueça-Me Se For Capaz,"Marília Mendonça, Maiara & Maraisa"
173,spotify:track:68HocO7fx9z0MgDU0ZPHro,NIKI,Every Summertime,124,2,0.628,0.676,6,-4.227,1,0.0424,0.393,6.94e-05,0.0978,78.996,4,215687,0.628,0.676,6,-4.227,1,0.0424,0.393,6.94e-05,0.0978,0.723,78.996,audio_features,68HocO7fx9z0MgDU0ZPHro,spotify:track:68HocO7fx9z0MgDU0ZPHro,https://api.spotify.com/v1/tracks/68HocO7fx9z0MgDU0ZPHro,https://api.spotify.com/v1/audio-analysis/68HocO7fx9z0MgDU0ZPHro,215687,4,Every Summertime,NIKI
174,spotify:track:6IAZHEBUIGJ6NJKxxOBIEr,Adele,Rolling in the Deep,36,16,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,104.948,4,228093,0.73,0.77,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,audio_features,1eq1wUnLVLg4pdEfx9kajC,spotify:track:1eq1wUnLVLg4pdEfx9kajC,https://api.spotify.com/v1/tracks/1eq1wUnLVLg4pdEfx9kajC,https://api.spotify.com/v1/audio-analysis/1eq1wUnLVLg4pdEfx9kajC,228093,4,Rolling in the Deep,Adele
175,spotify:track:4HzqWEdAbzcVFDv0pvxV4w,Maluma,Sobrio,41,28,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,177.998,4,201181,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,audio_features,4HzqWEdAbzcVFDv0pvxV4w,spotify:track:4HzqWEdAbzcVFDv0pvxV4w,https://api.spotify.com/v1/tracks/4HzqWEdAbzcVFDv0pvxV4w,https://api.spotify.com/v1/audio-analysis/4HzqWEdAbzcVFDv0pvxV4w,201181,4,Sobrio,Maluma
176,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,9,64,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,120.031,4,164000,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,audio_features,6f3Slt0GbA2bPZlz0aIFXN,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/tracks/6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/audio-analysis/6f3Slt0GbA2bPZlz0aIFXN,164000,4,The Business,Tiësto
177,spotify:track:0yL7K9MzC20uBesZTPY81r,"DJ Matt D, Menor MC, MC GP, Vulgo FK",Pandora,129,3,0.688,0.458,1,-9.138,0,0.588,0.14,0.0,0.407,124.553,4,177000,0.688,0.458,1,-9.138,0,0.588,0.14,0.0,0.407,0.559,124.553,audio_features,0yL7K9MzC20uBesZTPY81r,spotify:track:0yL7K9MzC20uBesZTPY81r,https://api.spotify.com/v1/tracks/0yL7K9MzC20uBesZTPY81r,https://api.spotify.com/v1/audio-analysis/0yL7K9MzC20uBesZTPY81r,177000,4,Pandora,"DJ Matt D, Menor MC, MC GP, Vulgo FK"
178,spotify:track:4hJhHbkhZFnxmWbAkZRoe0,"Fireboy DML, Ed Sheeran",Peru,89,4,0.956,0.417,7,-7.892,0,0.0926,0.572,0.00071,0.0782,108.015,4,187111,0.956,0.417,7,-7.892,0,0.0926,0.572,0.00071,0.0782,0.714,108.015,audio_features,4hJhHbkhZFnxmWbAkZRoe0,spotify:track:4hJhHbkhZFnxmWbAkZRoe0,https://api.spotify.com/v1/tracks/4hJhHbkhZFnxmWbAkZRoe0,https://api.spotify.com/v1/audio-analysis/4hJhHbkhZFnxmWbAkZRoe0,187111,4,Peru,"Fireboy DML, Ed Sheeran"
179,spotify:track:29TPjc8wxfz4XMn21O7VsZ,Playboi Carti,Sky,113,14,0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,139.98,4,193234,0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,audio_features,29TPjc8wxfz4XMn21O7VsZ,spotify:track:29TPjc8wxfz4XMn21O7VsZ,https://api.spotify.com/v1/tracks/29TPjc8wxfz4XMn21O7VsZ,https://api.spotify.com/v1/audio-analysis/29TPjc8wxfz4XMn21O7VsZ,193234,4,Sky,Playboi Carti
180,spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,IVE,ELEVEN,103,7,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,119.978,4,178453,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,audio_features,7n2FZQsaLb7ZRfRPfEeIvr,spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,https://api.spotify.com/v1/tracks/7n2FZQsaLb7ZRfRPfEeIvr,https://api.spotify.com/v1/audio-analysis/7n2FZQsaLb7ZRfRPfEeIvr,178453,4,ELEVEN,IVE
181,spotify:track:1kjs5eR4DMzyB0gm1Z8waV,Trueno,DANCE CRIP,79,9,0.857,0.766,0,-3.699,1,0.0978,0.108,0.0,0.0817,106.024,4,165019,0.857,0.766,0,-3.699,1,0.0978,0.108,0.0,0.0817,0.864,106.024,audio_features,1kjs5eR4DMzyB0gm1Z8waV,spotify:track:1kjs5eR4DMzyB0gm1Z8waV,https://api.spotify.com/v1/tracks/1kjs5eR4DMzyB0gm1Z8waV,https://api.spotify.com/v1/audio-analysis/1kjs5eR4DMzyB0gm1Z8waV,165019,4,DANCE CRIP,Trueno
182,spotify:track:3JCaq3KDSROg3TXhdiDa9n,"Jhay Cortez, Anuel AA",Ley Seca,44,20,0.759,0.842,8,-3.758,1,0.096,0.101,0.0,0.134,105.059,4,263253,0.759,0.842,8,-3.758,1,0.096,0.101,0.0,0.134,0.584,105.059,audio_features,3JCaq3KDSROg3TXhdiDa9n,spotify:track:3JCaq3KDSROg3TXhdiDa9n,https://api.spotify.com/v1/tracks/3JCaq3KDSROg3TXhdiDa9n,https://api.spotify.com/v1/audio-analysis/3JCaq3KDSROg3TXhdiDa9n,263253,4,Ley Seca,"Jhay Cortez, Anuel AA"
183,spotify:track:4pt5fDVTg5GhEvEtlz9dKk,Måneskin,I WANNA BE YOUR SLAVE,8,35,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,132.507,4,173347,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,audio_features,4pt5fDVTg5GhEvEtlz9dKk,spotify:track:4pt5fDVTg5GhEvEtlz9dKk,https://api.spotify.com/v1/tracks/4pt5fDVTg5GhEvEtlz9dKk,https://api.spotify.com/v1/audio-analysis/4pt5fDVTg5GhEvEtlz9dKk,173347,4,I WANNA BE YOUR SLAVE,Måneskin
184,spotify:track:5VTjBl3ddZEiG2LrH4VzyR,"Zé Felipe, Mc Danny",Toma Toma Vapo Vapo,75,8,0.763,0.859,4,-3.3,0,0.0479,0.322,0.0003,0.117,164.055,4,156760,0.763,0.859,4,-3.3,0,0.0479,0.322,0.0003,0.117,0.813,164.055,audio_features,5VTjBl3ddZEiG2LrH4VzyR,spotify:track:5VTjBl3ddZEiG2LrH4VzyR,https://api.spotify.com/v1/tracks/5VTjBl3ddZEiG2LrH4VzyR,https://api.spotify.com/v1/audio-analysis/5VTjBl3ddZEiG2LrH4VzyR,156760,4,Toma Toma Vapo Vapo,"Zé Felipe, Mc Danny"
185,spotify:track:0WSEq9Ko4kFPt8yo3ICd6T,Kanye West,Praise God,16,19,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,118.029,4,226653,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029,audio_features,0Zm7NKJgoKY6ZWwtoEUILK,spotify:track:0Zm7NKJgoKY6ZWwtoEUILK,https://api.spotify.com/v1/tracks/0Zm7NKJgoKY6ZWwtoEUILK,https://api.spotify.com/v1/audio-analysis/0Zm7NKJgoKY6ZWwtoEUILK,226653,4,Praise God,Kanye West
186,spotify:track:1FlL8ycld6uVDDyhV7P5FA,Rauw Alejandro,Cúrame,35,26,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,102.101,4,164706,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,audio_features,3PwRuzdphgedcWVUOVYJ7I,spotify:track:3PwRuzdphgedcWVUOVYJ7I,https://api.spotify.com/v1/tracks/3PwRuzdphgedcWVUOVYJ7I,https://api.spotify.com/v1/audio-analysis/3PwRuzdphgedcWVUOVYJ7I,164706,4,Cúrame,Rauw Alejandro
187,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,Sleepy Hallow,2055,31,27,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,80.511,4,123987,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,audio_features,4XvcHTUfIlWfyJTRG0aqlo,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,https://api.spotify.com/v1/tracks/4XvcHTUfIlWfyJTRG0aqlo,https://api.spotify.com/v1/audio-analysis/4XvcHTUfIlWfyJTRG0aqlo,123987,4,2055,Sleepy Hallow
188,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,13,78,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,124.148,4,169266,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,audio_features,45bE4HXI0AwGZXfZtMp8JR,spotify:track:45bE4HXI0AwGZXfZtMp8JR,https://api.spotify.com/v1/tracks/45bE4HXI0AwGZXfZtMp8JR,https://api.spotify.com/v1/audio-analysis/45bE4HXI0AwGZXfZtMp8JR,169266,4,you broke me first,Tate McRae
189,spotify:track:5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,11,31,0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,172.929,4,152667,0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,audio_features,5JCoSi02qi3jJeHdZXMmR8,spotify:track:5JCoSi02qi3jJeHdZXMmR8,https://api.spotify.com/v1/tracks/5JCoSi02qi3jJeHdZXMmR8,https://api.spotify.com/v1/audio-analysis/5JCoSi02qi3jJeHdZXMmR8,152667,4,favorite crime,Olivia Rodrigo
190,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,3,171,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,95.799,4,215733,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,audio_features,2VxeLyX666F8uXCJ0dZF8B,spotify:track:2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733,4,Shallow,"Lady Gaga, Bradley Cooper"
191,spotify:track:6E90gq0KO6FYZVOXx8kCcC,Masked Wolf,Astronaut In The Ocean,3,53,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,149.996,4,132780,0.778,0.695,4,-6.865,0,0.0913,0.174,0.0,0.151,0.472,149.996,audio_features,0jdso14vaFnpRazMLEZovF,spotify:track:0jdso14vaFnpRazMLEZovF,https://api.spotify.com/v1/tracks/0jdso14vaFnpRazMLEZovF,https://api.spotify.com/v1/audio-analysis/0jdso14vaFnpRazMLEZovF,132780,4,Astronaut In The Ocean,Masked Wolf
192,spotify:track:05bfbizlM5AX6Mf1RRyMho,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,14,30,0.743,0.655,6,-5.015,0,0.159,0.114,0.0,0.0764,172.031,4,261335,0.743,0.655,6,-5.015,0,0.159,0.114,0.0,0.0764,0.785,172.031,audio_features,05bfbizlM5AX6Mf1RRyMho,spotify:track:05bfbizlM5AX6Mf1RRyMho,https://api.spotify.com/v1/tracks/05bfbizlM5AX6Mf1RRyMho,https://api.spotify.com/v1/audio-analysis/05bfbizlM5AX6Mf1RRyMho,261335,4,AM Remix,"Nio Garcia, J Balvin, Bad Bunny"
193,spotify:track:3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,110,145,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,119.93,4,269560,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,audio_features,2q6tgiA9tpb6DMguABwCWE,spotify:track:2q6tgiA9tpb6DMguABwCWE,https://api.spotify.com/v1/tracks/2q6tgiA9tpb6DMguABwCWE,https://api.spotify.com/v1/audio-analysis/2q6tgiA9tpb6DMguABwCWE,269560,4,All of Me,John Legend
194,spotify:track:1qE8DOtw7zdXHMgZm20eLM,TWICE,The Feels,57,16,0.808,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,120.044,4,198053,0.808,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,0.922,120.044,audio_features,6pgqZ7Iw4LfHlfgWWaRFSY,spotify:track:6pgqZ7Iw4LfHlfgWWaRFSY,https://api.spotify.com/v1/tracks/6pgqZ7Iw4LfHlfgWWaRFSY,https://api.spotify.com/v1/audio-analysis/6pgqZ7Iw4LfHlfgWWaRFSY,198053,4,The Feels,TWICE
